"BTK.Open" "BTK.High" "BTK.Low" "BTK.Close" "BTK.Volume" "BTK.Adjusted"
"2006-09-19" NA NA NA NA NA NA
"2006-09-20" 662.150024 662.150024 662.150024 662.150024 0 662.150024
"2006-09-21" 655.419983 655.419983 655.419983 655.419983 0 655.419983
"2006-09-22" NA NA NA NA NA NA
"2006-09-25" NA NA NA NA NA NA
"2006-09-26" 660.25 660.25 660.25 660.25 0 660.25
"2006-09-27" NA NA NA NA NA NA
"2006-09-28" NA NA NA NA NA NA
"2006-09-29" 669.640015 669.640015 669.640015 669.640015 0 669.640015
"2006-10-02" 682.77002 682.77002 682.77002 682.77002 0 682.77002
"2006-10-03" 682.719971 682.719971 682.719971 682.719971 0 682.719971
"2006-10-04" 698.359985 698.359985 698.359985 698.359985 0 698.359985
"2006-10-05" 707.75 707.75 707.75 707.75 0 707.75
"2006-10-06" 707.049988 707.049988 707.049988 707.049988 0 707.049988
"2006-10-09" NA NA NA NA NA NA
"2006-10-10" 708.5 708.5 708.5 708.5 0 708.5
"2006-10-11" 707.630005 707.630005 707.630005 707.630005 0 707.630005
"2006-10-12" 717.039978 717.039978 717.039978 717.039978 0 717.039978
"2006-10-13" 715.340027 715.340027 715.340027 715.340027 0 715.340027
"2006-10-16" NA NA NA NA NA NA
"2006-10-17" NA NA NA NA NA NA
"2006-10-18" NA NA NA NA NA NA
"2006-10-19" 738.469971 738.469971 738.469971 738.469971 0 738.469971
"2006-10-20" 738.960022 738.960022 738.960022 738.960022 0 738.960022
"2006-10-23" 738.909973 738.909973 738.909973 738.909973 0 738.909973
"2006-10-24" 733.059998 733.059998 733.059998 733.059998 0 733.059998
"2006-10-25" 735.22998 735.22998 735.22998 735.22998 0 735.22998
"2006-10-26" 756.599976 756.599976 756.599976 756.599976 0 756.599976
"2006-10-27" NA NA NA NA NA NA
"2006-10-30" NA NA NA NA NA NA
"2006-10-31" NA NA NA NA NA NA
"2006-11-01" 754.429993 754.429993 754.429993 754.429993 0 754.429993
"2006-11-02" NA NA NA NA NA NA
"2006-11-03" NA NA NA NA NA NA
"2006-11-06" 765.039978 765.039978 765.039978 765.039978 0 765.039978
"2006-11-07" NA NA NA NA NA NA
"2006-11-08" 775.280029 775.280029 775.280029 775.280029 0 775.280029
"2006-11-09" 757.280029 757.280029 757.280029 757.280029 0 757.280029
"2006-11-10" 763.119995 763.119995 763.119995 763.119995 0 763.119995
"2006-11-13" 763.48999 763.48999 763.48999 763.48999 0 763.48999
"2006-11-14" 768.01001 768.01001 768.01001 768.01001 0 768.01001
"2006-11-15" 774.659973 774.659973 774.659973 774.659973 0 774.659973
"2006-11-16" 781.849976 781.849976 781.849976 781.849976 0 781.849976
"2006-11-17" 787.929993 787.929993 787.929993 787.929993 0 787.929993
"2006-11-20" 781.849976 781.849976 781.849976 781.849976 0 781.849976
"2006-11-21" 774.51001 774.51001 774.51001 774.51001 0 774.51001
"2006-11-22" 776.080017 776.080017 776.080017 776.080017 0 776.080017
"2006-11-24" NA NA NA NA NA NA
"2006-11-27" NA NA NA NA NA NA
"2006-11-28" 761.419983 761.419983 761.419983 761.419983 0 761.419983
"2006-11-29" 769.369995 769.369995 769.369995 769.369995 0 769.369995
"2006-11-30" 769.77002 769.77002 769.77002 769.77002 0 769.77002
"2006-12-01" 765.570007 765.570007 765.570007 765.570007 0 765.570007
"2006-12-04" 775.869995 775.869995 775.869995 775.869995 0 775.869995
"2006-12-05" NA NA NA NA NA NA
"2006-12-06" NA NA NA NA NA NA
"2006-12-07" 770.25 770.25 770.25 770.25 0 770.25
"2006-12-08" 769.97998 769.97998 769.97998 769.97998 0 769.97998
"2006-12-11" 768.179993 768.179993 768.179993 768.179993 0 768.179993
"2006-12-12" 761.429993 761.429993 761.429993 761.429993 0 761.429993
"2006-12-13" 754.789978 754.789978 754.789978 754.789978 0 754.789978
"2006-12-14" 758.02002 758.02002 758.02002 758.02002 0 758.02002
"2006-12-15" NA NA NA NA NA NA
"2006-12-18" NA NA NA NA NA NA
"2006-12-19" NA NA NA NA NA NA
"2006-12-20" NA NA NA NA NA NA
"2006-12-21" 747.710022 747.710022 747.710022 747.710022 0 747.710022
"2006-12-22" NA NA NA NA NA NA
"2006-12-26" 753.070007 753.070007 753.070007 753.070007 0 753.070007
"2006-12-27" 755.309998 755.309998 755.309998 755.309998 0 755.309998
"2006-12-28" NA NA NA NA NA NA
"2006-12-29" NA NA NA NA NA NA
"2007-01-03" NA NA NA NA NA NA
"2007-01-04" 763.429993 763.429993 763.429993 763.429993 0 763.429993
"2007-01-05" NA NA NA NA NA NA
"2007-01-08" 761.539978 761.539978 761.539978 761.539978 0 761.539978
"2007-01-09" 759.710022 759.710022 759.710022 759.710022 0 759.710022
"2007-01-10" 763.950012 763.950012 763.950012 763.950012 0 763.950012
"2007-01-11" 773.679993 773.679993 773.679993 773.679993 0 773.679993
"2007-01-12" 783.52002 783.52002 783.52002 783.52002 0 783.52002
"2007-01-16" 784.710022 784.710022 784.710022 784.710022 0 784.710022
"2007-01-17" 784.309998 784.309998 784.309998 784.309998 0 784.309998
"2007-01-18" NA NA NA NA NA NA
"2007-01-19" NA NA NA NA NA NA
"2007-01-22" NA NA NA NA NA NA
"2007-01-23" NA NA NA NA NA NA
"2007-01-24" 778.900024 778.900024 778.900024 778.900024 0 778.900024
"2007-01-25" NA NA NA NA NA NA
"2007-01-26" NA NA NA NA NA NA
"2007-01-29" 768.210022 768.210022 768.210022 768.210022 0 768.210022
"2007-01-30" 772.049988 772.049988 772.049988 772.049988 0 772.049988
"2007-01-31" NA NA NA NA NA NA
"2007-02-01" 781.299988 781.299988 781.299988 781.299988 0 781.299988
"2007-02-02" NA NA NA NA NA NA
"2007-02-05" 777.5 777.5 777.5 777.5 0 777.5
"2007-02-06" NA NA NA NA NA NA
"2007-02-07" 779.340027 779.340027 779.340027 779.340027 0 779.340027
"2007-02-08" NA NA NA NA NA NA
"2007-02-09" NA NA NA NA NA NA
"2007-02-12" NA NA NA NA NA NA
"2007-02-13" 770.030029 770.030029 770.030029 770.030029 0 770.030029
"2007-02-14" 777.280029 777.280029 777.280029 777.280029 0 777.280029
"2007-02-15" NA NA NA NA NA NA
"2007-02-16" NA NA NA NA NA NA
"2007-02-20" NA NA NA NA NA NA
"2007-02-21" NA NA NA NA NA NA
"2007-02-22" NA NA NA NA NA NA
"2007-02-23" 773.570007 773.570007 773.570007 773.570007 0 773.570007
"2007-02-26" NA NA NA NA NA NA
"2007-02-27" NA NA NA NA NA NA
"2007-02-28" 742.109985 742.109985 742.109985 742.109985 0 742.109985
"2007-03-01" NA NA NA NA NA NA
"2007-03-02" NA NA NA NA NA NA
"2007-03-05" NA NA NA NA NA NA
"2007-03-06" 717.22998 717.22998 717.22998 717.22998 0 717.22998
"2007-03-07" 713.01001 713.01001 713.01001 713.01001 0 713.01001
"2007-03-08" NA NA NA NA NA NA
"2007-03-09" NA NA NA NA NA NA
"2007-03-12" NA NA NA NA NA NA
"2007-03-13" 710.090027 710.090027 710.090027 710.090027 0 710.090027
"2007-03-14" NA NA NA NA NA NA
"2007-03-15" 719.909973 719.909973 719.909973 719.909973 0 719.909973
"2007-03-16" NA NA NA NA NA NA
"2007-03-19" 725.080017 725.080017 725.080017 725.080017 0 725.080017
"2007-03-20" 731.320007 731.320007 731.320007 731.320007 0 731.320007
"2007-03-21" NA NA NA NA NA NA
"2007-03-22" 753.409973 753.409973 753.409973 753.409973 0 753.409973
"2007-03-23" NA NA NA NA NA NA
"2007-03-26" NA NA NA NA NA NA
"2007-03-27" 758.830017 758.830017 758.830017 758.830017 0 758.830017
"2007-03-28" 756.049988 756.049988 756.049988 756.049988 0 756.049988
"2007-03-29" NA NA NA NA NA NA
"2007-03-30" 764.179993 764.179993 764.179993 764.179993 0 764.179993
"2007-04-02" 766.440002 766.440002 766.440002 766.440002 0 766.440002
"2007-04-03" NA NA NA NA NA NA
"2007-04-04" 779.98999 779.98999 779.98999 779.98999 0 779.98999
"2007-04-05" NA NA NA NA NA NA
"2007-04-09" NA NA NA NA NA NA
"2007-04-10" 784.030029 784.030029 784.030029 784.030029 0 784.030029
"2007-04-11" NA NA NA NA NA NA
"2007-04-12" 800.76001 800.76001 800.76001 800.76001 0 800.76001
"2007-04-13" 803.76001 803.76001 803.76001 803.76001 0 803.76001
"2007-04-16" NA NA NA NA NA NA
"2007-04-17" 811.869995 811.869995 811.869995 811.869995 0 811.869995
"2007-04-18" 808.900024 808.900024 808.900024 808.900024 0 808.900024
"2007-04-19" NA NA NA NA NA NA
"2007-04-20" NA NA NA NA NA NA
"2007-04-23" NA NA NA NA NA NA
"2007-04-24" 833.380005 833.380005 833.380005 833.380005 0 833.380005
"2007-04-25" 837.650024 837.650024 837.650024 837.650024 0 837.650024
"2007-04-26" 836.799988 836.799988 836.799988 836.799988 0 836.799988
"2007-04-27" NA NA NA NA NA NA
"2007-04-30" NA NA NA NA NA NA
"2007-05-01" 823.51001 823.51001 823.51001 823.51001 0 823.51001
"2007-05-02" NA NA NA NA NA NA
"2007-05-03" 831.210022 831.210022 831.210022 831.210022 0 831.210022
"2007-05-04" 827.969971 827.969971 827.969971 827.969971 0 827.969971
"2007-05-07" NA NA NA NA NA NA
"2007-05-08" NA NA NA NA NA NA
"2007-05-09" NA NA NA NA NA NA
"2007-05-10" 810.409973 810.409973 810.409973 810.409973 0 810.409973
"2007-05-11" NA NA NA NA NA NA
"2007-05-14" 819.97998 819.97998 819.97998 819.97998 0 819.97998
"2007-05-15" 811.539978 811.539978 811.539978 811.539978 0 811.539978
"2007-05-16" 812.900024 812.900024 812.900024 812.900024 0 812.900024
"2007-05-17" NA NA NA NA NA NA
"2007-05-18" NA NA NA NA NA NA
"2007-05-21" NA NA NA NA NA NA
"2007-05-22" NA NA NA NA NA NA
"2007-05-23" NA NA NA NA NA NA
"2007-05-24" NA NA NA NA NA NA
"2007-05-25" NA NA NA NA NA NA
"2007-05-29" NA NA NA NA NA NA
"2007-05-30" 823.159973 823.159973 823.159973 823.159973 0 823.159973
"2007-05-31" 825.219971 825.219971 825.219971 825.219971 0 825.219971
"2007-06-01" NA NA NA NA NA NA
"2007-06-04" 821.059998 821.059998 821.059998 821.059998 0 821.059998
"2007-06-05" NA NA NA NA NA NA
"2007-06-06" 807.280029 807.280029 807.280029 807.280029 0 807.280029
"2007-06-07" NA NA NA NA NA NA
"2007-06-08" 791.179993 791.179993 791.179993 791.179993 0 791.179993
"2007-06-11" NA NA NA NA NA NA
"2007-06-12" 784.619995 784.619995 784.619995 784.619995 0 784.619995
"2007-06-13" 796.140015 796.140015 796.140015 796.140015 0 796.140015
"2007-06-14" 798.840027 798.840027 798.840027 798.840027 0 798.840027
"2007-06-15" NA NA NA NA NA NA
"2007-06-18" 801.530029 801.530029 801.530029 801.530029 0 801.530029
"2007-06-19" 800.580017 800.580017 800.580017 800.580017 0 800.580017
"2007-06-20" NA NA NA NA NA NA
"2007-06-21" 786.549988 786.549988 786.549988 786.549988 0 786.549988
"2007-06-22" NA NA NA NA NA NA
"2007-06-25" NA NA NA NA NA NA
"2007-06-26" NA NA NA NA NA NA
"2007-06-27" NA NA NA NA NA NA
"2007-06-28" NA NA NA NA NA NA
"2007-06-29" NA NA NA NA NA NA
"2007-07-02" 786.669983 786.669983 786.669983 786.669983 0 786.669983
"2007-07-03" NA NA NA NA NA NA
"2007-07-05" 786.830017 786.830017 786.830017 786.830017 0 786.830017
"2007-07-06" NA NA NA NA NA NA
"2007-07-09" NA NA NA NA NA NA
"2007-07-10" 775.450012 775.450012 775.450012 775.450012 0 775.450012
"2007-07-11" NA NA NA NA NA NA
"2007-07-12" 788.840027 788.840027 788.840027 788.840027 0 788.840027
"2007-07-13" NA NA NA NA NA NA
"2007-07-16" 788.049988 788.049988 788.049988 788.049988 0 788.049988
"2007-07-17" NA NA NA NA NA NA
"2007-07-18" 788.710022 788.710022 788.710022 788.710022 0 788.710022
"2007-07-19" 791.119995 791.119995 791.119995 791.119995 0 791.119995
"2007-07-20" 783.099976 783.099976 783.099976 783.099976 0 783.099976
"2007-07-23" 777.700012 777.700012 777.700012 777.700012 0 777.700012
"2007-07-24" NA NA NA NA NA NA
"2007-07-25" 789.409973 789.409973 789.409973 789.409973 0 789.409973
"2007-07-26" NA NA NA NA NA NA
"2007-07-27" NA NA NA NA NA NA
"2007-07-30" NA NA NA NA NA NA
"2007-07-31" 756.830017 756.830017 756.830017 756.830017 0 756.830017
"2007-08-01" NA NA NA NA NA NA
"2007-08-02" 756.48999 756.48999 756.48999 756.48999 0 756.48999
"2007-08-03" 749.27002 749.27002 749.27002 749.27002 0 749.27002
"2007-08-06" 767.169983 767.169983 767.169983 767.169983 0 767.169983
"2007-08-07" NA NA NA NA NA NA
"2007-08-08" 780.830017 780.830017 780.830017 780.830017 0 780.830017
"2007-08-09" 771.690002 771.690002 771.690002 771.690002 0 771.690002
"2007-08-10" NA NA NA NA NA NA
"2007-08-13" NA NA NA NA NA NA
"2007-08-14" NA NA NA NA NA NA
"2007-08-15" 753.22998 753.22998 753.22998 753.22998 0 753.22998
"2007-08-16" NA NA NA NA NA NA
"2007-08-17" NA NA NA NA NA NA
"2007-08-20" 760.460022 760.460022 760.460022 760.460022 0 760.460022
"2007-08-21" NA NA NA NA NA NA
"2007-08-22" NA NA NA NA NA NA
"2007-08-23" 769.119995 769.119995 769.119995 769.119995 0 769.119995
"2007-08-24" NA NA NA NA NA NA
"2007-08-27" 767.409973 767.409973 767.409973 767.409973 0 767.409973
"2007-08-28" 755.97998 755.97998 755.97998 755.97998 0 755.97998
"2007-08-29" 764.02002 764.02002 764.02002 764.02002 0 764.02002
"2007-08-30" NA NA NA NA NA NA
"2007-08-31" NA NA NA NA NA NA
"2007-09-04" NA NA NA NA NA NA
"2007-09-05" NA NA NA NA NA NA
"2007-09-06" 801.109985 801.109985 801.109985 801.109985 0 801.109985
"2007-09-07" NA NA NA NA NA NA
"2007-09-10" 791.359985 791.359985 791.359985 791.359985 0 791.359985
"2007-09-11" NA NA NA NA NA NA
"2007-09-12" 811.440002 811.440002 811.440002 811.440002 0 811.440002
"2007-09-13" NA NA NA NA NA NA
"2007-09-14" 803.789978 803.789978 803.789978 803.789978 0 803.789978
"2007-09-17" 794.030029 794.030029 794.030029 794.030029 0 794.030029
"2007-09-18" 818.950012 818.950012 818.950012 818.950012 0 818.950012
"2007-09-19" NA NA NA NA NA NA
"2007-09-20" NA NA NA NA NA NA
"2007-09-21" 821.48999 821.48999 821.48999 821.48999 0 821.48999
"2007-09-24" 823.359985 823.359985 823.359985 823.359985 0 823.359985
"2007-09-25" NA NA NA NA NA NA
"2007-09-26" NA NA NA NA NA NA
"2007-09-27" 823.119995 823.119995 823.119995 823.119995 0 823.119995
"2007-09-28" 821.719971 821.719971 821.719971 821.719971 0 821.719971
"2007-10-01" 826.690002 826.690002 826.690002 826.690002 0 826.690002
"2007-10-02" 828.890015 828.890015 828.890015 828.890015 0 828.890015
"2007-10-03" NA NA NA NA NA NA
"2007-10-04" NA NA NA NA NA NA
"2007-10-05" 843.049988 843.049988 843.049988 843.049988 0 843.049988
"2007-10-08" 835.330017 835.330017 835.330017 835.330017 0 835.330017
"2007-10-09" 837.719971 837.719971 837.719971 837.719971 0 837.719971
"2007-10-10" NA NA NA NA NA NA
"2007-10-11" 834.359985 834.359985 834.359985 834.359985 0 834.359985
"2007-10-12" NA NA NA NA NA NA
"2007-10-15" NA NA NA NA NA NA
"2007-10-16" 843.98999 843.98999 843.98999 843.98999 0 843.98999
"2007-10-17" 849.840027 849.840027 849.840027 849.840027 0 849.840027
"2007-10-18" 835.559998 835.559998 835.559998 835.559998 0 835.559998
"2007-10-19" NA NA NA NA NA NA
"2007-10-22" 826.169983 826.169983 826.169983 826.169983 0 826.169983
"2007-10-23" NA NA NA NA NA NA
"2007-10-24" 833.630005 833.630005 833.630005 833.630005 0 833.630005
"2007-10-25" NA NA NA NA NA NA
"2007-10-26" NA NA NA NA NA NA
"2007-10-29" NA NA NA NA NA NA
"2007-10-30" 827.820007 827.820007 827.820007 827.820007 0 827.820007
"2007-10-31" 840.359985 840.359985 840.359985 840.359985 0 840.359985
"2007-11-01" 822.380005 822.380005 822.380005 822.380005 0 822.380005
"2007-11-02" 826.880005 826.880005 826.880005 826.880005 0 826.880005
"2007-11-05" 816.570007 816.570007 816.570007 816.570007 0 816.570007
"2007-11-06" NA NA NA NA NA NA
"2007-11-07" 801.049988 801.049988 801.049988 801.049988 0 801.049988
"2007-11-08" NA NA NA NA NA NA
"2007-11-09" 803.73999 803.73999 803.73999 803.73999 0 803.73999
"2007-11-12" NA NA NA NA NA NA
"2007-11-13" NA NA NA NA NA NA
"2007-11-14" 810.719971 810.719971 810.719971 810.719971 0 810.719971
"2007-11-15" 811.809998 811.809998 811.809998 811.809998 0 811.809998
"2007-11-16" NA NA NA NA NA NA
"2007-11-19" NA NA NA NA NA NA
"2007-11-20" 801.900024 801.900024 801.900024 801.900024 0 801.900024
"2007-11-21" 790.27002 790.27002 790.27002 790.27002 0 790.27002
"2007-11-23" 798.059998 798.059998 798.059998 798.059998 0 798.059998
"2007-11-26" NA NA NA NA NA NA
"2007-11-27" NA NA NA NA NA NA
"2007-11-28" NA NA NA NA NA NA
"2007-11-29" 823.27002 823.27002 823.27002 823.27002 0 823.27002
"2007-11-30" NA NA NA NA NA NA
"2007-12-03" 819 819 819 819 0 819
"2007-12-04" NA NA NA NA NA NA
"2007-12-05" NA NA NA NA NA NA
"2007-12-06" NA NA NA NA NA NA
"2007-12-07" 827.679993 827.679993 827.679993 827.679993 0 827.679993
"2007-12-10" 827.75 827.75 827.75 827.75 0 827.75
"2007-12-11" 807.969971 807.969971 807.969971 807.969971 0 807.969971
"2007-12-12" 817.349976 817.349976 817.349976 817.349976 0 817.349976
"2007-12-13" 806.27002 806.27002 806.27002 806.27002 0 806.27002
"2007-12-14" 801.090027 801.090027 801.090027 801.090027 0 801.090027
"2007-12-17" 786.070007 786.070007 786.070007 786.070007 0 786.070007
"2007-12-18" NA NA NA NA NA NA
"2007-12-19" NA NA NA NA NA NA
"2007-12-20" 804.440002 804.440002 804.440002 804.440002 0 804.440002
"2007-12-21" 811.109985 811.109985 811.109985 811.109985 0 811.109985
"2007-12-24" NA NA NA NA NA NA
"2007-12-26" 812.789978 812.789978 812.789978 812.789978 0 812.789978
"2007-12-27" 797.690002 797.690002 797.690002 797.690002 0 797.690002
"2007-12-28" 792.659973 792.659973 792.659973 792.659973 0 792.659973
"2007-12-31" 786.5 786.5 786.5 786.5 0 786.5
"2008-01-02" 787.929993 787.929993 787.929993 787.929993 0 787.929993
"2008-01-03" 779.349976 779.349976 779.349976 779.349976 0 779.349976
"2008-01-04" 773.609985 773.609985 773.609985 773.609985 0 773.609985
"2008-01-07" NA NA NA NA NA NA
"2008-01-08" 784.669983 784.669983 784.669983 784.669983 0 784.669983
"2008-01-09" 793.809998 793.809998 793.809998 793.809998 0 793.809998
"2008-01-10" 807.27002 807.27002 807.27002 807.27002 0 807.27002
"2008-01-11" 807.830017 807.830017 807.830017 807.830017 0 807.830017
"2008-01-14" NA NA NA NA NA NA
"2008-01-15" 798.080017 798.080017 798.080017 798.080017 0 798.080017
"2008-01-16" 808.809998 808.809998 808.809998 808.809998 0 808.809998
"2008-01-17" 810.219971 810.219971 810.219971 810.219971 0 810.219971
"2008-01-18" 786.72998 786.72998 786.72998 786.72998 0 786.72998
"2008-01-22" NA NA NA NA NA NA
"2008-01-23" NA NA NA NA NA NA
"2008-01-24" NA NA NA NA NA NA
"2008-01-25" 739.01001 739.01001 739.01001 739.01001 0 739.01001
"2008-01-28" 751.950012 751.950012 751.950012 751.950012 0 751.950012
"2008-01-29" 752.780029 752.780029 752.780029 752.780029 0 752.780029
"2008-01-30" 741.690002 741.690002 741.690002 741.690002 0 741.690002
"2008-01-31" 749.380005 749.380005 749.380005 749.380005 0 749.380005
"2008-02-01" 760.780029 760.780029 760.780029 760.780029 0 760.780029
"2008-02-04" 758.76001 758.76001 758.76001 758.76001 0 758.76001
"2008-02-05" 735.27002 735.27002 735.27002 735.27002 0 735.27002
"2008-02-06" NA NA NA NA NA NA
"2008-02-07" 735.25 735.25 735.25 735.25 0 735.25
"2008-02-08" 726.390015 726.390015 726.390015 726.390015 0 726.390015
"2008-02-11" 723.219971 723.219971 723.219971 723.219971 0 723.219971
"2008-02-12" 724.369995 724.369995 724.369995 724.369995 0 724.369995
"2008-02-13" 733.22998 733.22998 733.22998 733.22998 0 733.22998
"2008-02-14" 725.559998 725.559998 725.559998 725.559998 0 725.559998
"2008-02-15" NA NA NA NA NA NA
"2008-02-19" 726.52002 726.52002 726.52002 726.52002 0 726.52002
"2008-02-20" NA NA NA NA NA NA
"2008-02-21" NA NA NA NA NA NA
"2008-02-22" 706.940002 706.940002 706.940002 706.940002 0 706.940002
"2008-02-25" 729.47998 729.47998 729.47998 729.47998 0 729.47998
"2008-02-26" NA NA NA NA NA NA
"2008-02-27" NA NA NA NA NA NA
"2008-02-28" 735.940002 735.940002 735.940002 735.940002 0 735.940002
"2008-02-29" NA NA NA NA NA NA
"2008-03-03" NA NA NA NA NA NA
"2008-03-04" NA NA NA NA NA NA
"2008-03-05" NA NA NA NA NA NA
"2008-03-06" 695.190002 695.190002 695.190002 695.190002 0 695.190002
"2008-03-07" NA NA NA NA NA NA
"2008-03-10" NA NA NA NA NA NA
"2008-03-11" NA NA NA NA NA NA
"2008-03-12" NA NA NA NA NA NA
"2008-03-13" NA NA NA NA NA NA
"2008-03-14" NA NA NA NA NA NA
"2008-03-17" NA NA NA NA NA NA
"2008-03-18" NA NA NA NA NA NA
"2008-03-19" 687.590027 687.590027 687.590027 687.590027 0 687.590027
"2008-03-20" 695.650024 695.650024 695.650024 695.650024 0 695.650024
"2008-03-24" NA NA NA NA NA NA
"2008-03-25" 727.349976 727.349976 727.349976 727.349976 0 727.349976
"2008-03-26" NA NA NA NA NA NA
"2008-03-27" NA NA NA NA NA NA
"2008-03-28" NA NA NA NA NA NA
"2008-03-31" 737.409973 737.409973 737.409973 737.409973 0 737.409973
"2008-04-01" NA NA NA NA NA NA
"2008-04-02" NA NA NA NA NA NA
"2008-04-03" NA NA NA NA NA NA
"2008-04-04" 772.679993 772.679993 772.679993 772.679993 0 772.679993
"2008-04-07" 771.099976 771.099976 771.099976 771.099976 0 771.099976
"2008-04-08" NA NA NA NA NA NA
"2008-04-09" 745 745 745 745 0 745
"2008-04-10" 780.830017 780.830017 780.830017 780.830017 0 780.830017
"2008-04-11" NA NA NA NA NA NA
"2008-04-14" NA NA NA NA NA NA
"2008-04-15" NA NA NA NA NA NA
"2008-04-16" NA NA NA NA NA NA
"2008-04-17" 754.349976 754.349976 754.349976 754.349976 0 754.349976
"2008-04-18" 762.859985 762.859985 762.859985 762.859985 0 762.859985
"2008-04-21" 758.01001 758.01001 758.01001 758.01001 0 758.01001
"2008-04-22" 749.900024 749.900024 749.900024 749.900024 0 749.900024
"2008-04-23" NA NA NA NA NA NA
"2008-04-24" NA NA NA NA NA NA
"2008-04-25" 751.51001 751.51001 751.51001 751.51001 0 751.51001
"2008-04-28" 757.450012 757.450012 757.450012 757.450012 0 757.450012
"2008-04-29" NA NA NA NA NA NA
"2008-04-30" NA NA NA NA NA NA
"2008-05-01" 765.059998 765.059998 765.059998 765.059998 0 765.059998
"2008-05-02" 757.700012 757.700012 757.700012 757.700012 0 757.700012
"2008-05-05" NA NA NA NA NA NA
"2008-05-06" 756.599976 756.599976 756.599976 756.599976 0 756.599976
"2008-05-07" NA NA NA NA NA NA
"2008-05-08" 747.700012 747.700012 747.700012 747.700012 0 747.700012
"2008-05-09" 748.109985 748.109985 748.109985 748.109985 0 748.109985
"2008-05-12" 754.77002 754.77002 754.77002 754.77002 0 754.77002
"2008-05-13" 748.530029 748.530029 748.530029 748.530029 0 748.530029
"2008-05-14" NA NA NA NA NA NA
"2008-05-15" NA NA NA NA NA NA
"2008-05-16" NA NA NA NA NA NA
"2008-05-19" NA NA NA NA NA NA
"2008-05-20" NA NA NA NA NA NA
"2008-05-21" NA NA NA NA NA NA
"2008-05-22" NA NA NA NA NA NA
"2008-05-23" NA NA NA NA NA NA
"2008-05-27" NA NA NA NA NA NA
"2008-05-28" 740.640015 740.640015 740.640015 740.640015 0 740.640015
"2008-05-29" 761.900024 761.900024 761.900024 761.900024 0 761.900024
"2008-05-30" 759.179993 759.179993 759.179993 759.179993 0 759.179993
"2008-06-02" 758.219971 758.219971 758.219971 758.219971 0 758.219971
"2008-06-03" 758.23999 758.23999 758.23999 758.23999 0 758.23999
"2008-06-04" 765.22998 765.22998 765.22998 765.22998 0 765.22998
"2008-06-05" 783.859985 783.859985 783.859985 783.859985 0 783.859985
"2008-06-06" 767.710022 767.710022 767.710022 767.710022 0 767.710022
"2008-06-09" 757.359985 757.359985 757.359985 757.359985 0 757.359985
"2008-06-10" 753.390015 753.390015 753.390015 753.390015 0 753.390015
"2008-06-11" NA NA NA NA NA NA
"2008-06-12" 739.75 739.75 739.75 739.75 0 739.75
"2008-06-13" NA NA NA NA NA NA
"2008-06-16" 756.5 756.5 756.5 756.5 0 756.5
"2008-06-17" 750.169983 750.169983 750.169983 750.169983 0 750.169983
"2008-06-18" 744.119995 744.119995 744.119995 744.119995 0 744.119995
"2008-06-19" NA NA NA NA NA NA
"2008-06-20" 748.150024 748.150024 748.150024 748.150024 0 748.150024
"2008-06-23" 741.789978 741.789978 741.789978 741.789978 0 741.789978
"2008-06-24" NA NA NA NA NA NA
"2008-06-25" NA NA NA NA NA NA
"2008-06-26" 733.590027 733.590027 733.590027 733.590027 0 733.590027
"2008-06-27" NA NA NA NA NA NA
"2008-06-30" NA NA NA NA NA NA
"2008-07-01" 748.119995 748.119995 748.119995 748.119995 0 748.119995
"2008-07-02" 743.73999 743.73999 743.73999 743.73999 0 743.73999
"2008-07-03" 744.090027 744.090027 744.090027 744.090027 0 744.090027
"2008-07-07" NA NA NA NA NA NA
"2008-07-08" 771.210022 771.210022 771.210022 771.210022 0 771.210022
"2008-07-09" NA NA NA NA NA NA
"2008-07-10" NA NA NA NA NA NA
"2008-07-11" NA NA NA NA NA NA
"2008-07-14" 759.700012 759.700012 759.700012 759.700012 0 759.700012
"2008-07-15" NA NA NA NA NA NA
"2008-07-16" 790.5 790.5 790.5 790.5 0 790.5
"2008-07-17" NA NA NA NA NA NA
"2008-07-18" 795.429993 795.429993 795.429993 795.429993 0 795.429993
"2008-07-21" NA NA NA NA NA NA
"2008-07-22" 832.97998 832.97998 832.97998 832.97998 0 832.97998
"2008-07-23" 832.580017 832.580017 832.580017 832.580017 0 832.580017
"2008-07-24" NA NA NA NA NA NA
"2008-07-25" 833.97998 833.97998 833.97998 833.97998 0 833.97998
"2008-07-28" NA NA NA NA NA NA
"2008-07-29" NA NA NA NA NA NA
"2008-07-30" NA NA NA NA NA NA
"2008-07-31" 864.140015 864.140015 864.140015 864.140015 0 864.140015
"2008-08-01" 849.659973 849.659973 849.659973 849.659973 0 849.659973
"2008-08-04" NA NA NA NA NA NA
"2008-08-05" NA NA NA NA NA NA
"2008-08-06" NA NA NA NA NA NA
"2008-08-07" NA NA NA NA NA NA
"2008-08-08" NA NA NA NA NA NA
"2008-08-11" NA NA NA NA NA NA
"2008-08-12" 872.48999 872.48999 872.48999 872.48999 0 872.48999
"2008-08-13" 870.679993 870.679993 870.679993 870.679993 0 870.679993
"2008-08-14" NA NA NA NA NA NA
"2008-08-15" NA NA NA NA NA NA
"2008-08-18" 866.400024 866.400024 866.400024 866.400024 0 866.400024
"2008-08-19" 857.72998 857.72998 857.72998 857.72998 0 857.72998
"2008-08-20" NA NA NA NA NA NA
