"SPY.Open" "SPY.High" "SPY.Low" "SPY.Close" "SPY.Volume" "SPY.Adjusted"
"1996-04-02" 65.515602 65.5625 65.296799 65.5625 638800 43.307678
"1996-04-03" 65.328102 65.609299 65.171799 65.5625 288000 43.307678
"1996-04-04" 65.5625 65.718697 65.5 65.515602 934900 43.276703
"1996-04-08" 63.875 64.390602 63.5937 64.390602 2217200 42.533577
"1996-04-09" 64.640602 64.640602 64.015602 64.140602 1180900 42.368431
"1996-04-10" 64.031197 64.3125 62.75 63 939500 41.615005
"1996-04-11" 63.1562 63.4687 62.125 62.921799 1276000 41.563351
"1996-04-12" 63.359299 63.8125 63.171799 63.7187 411300 42.089752
"1996-04-15" 64.046799 64.328102 63.8437 64.25 484200 42.440712
"1996-04-16" 64.375 64.656197 64.234299 64.4375 429700 42.564548
"1996-04-17" 64.375 64.5625 63.8437 64.281197 525300 42.461292
"1996-04-18" 64.4375 64.578102 64.093697 64.375 818600 42.523266
"1996-04-19" 64.6875 64.859299 64.421799 64.531197 885100 42.626431
"1996-04-22" 65.125 65.281197 64.593697 65.031197 828900 42.956722
"1996-04-23" 64.921799 65.281197 64.781197 65.234299 225400 43.090885
"1996-04-24" 65.5625 65.5625 64.859299 65 699000 42.936119
"1996-04-25" 65.140602 65.5625 64.75 65.296799 475500 43.132172
"1996-04-26" 65.468697 65.8125 65.234299 65.4375 563300 43.225101
"1996-04-29" 65.156197 65.5625 65.156197 65.4375 219900 43.225101
"1996-04-30" 65.4375 65.5625 65.125 65.390602 184400 43.194134
"1996-05-01" 65.375 65.796799 65.281197 65.531197 561900 43.286999
"1996-05-02" 65.015602 65.375 64.093697 64.406197 1299600 42.543873
"1996-05-03" 64.781197 64.984299 63.75 64.3125 1329300 42.481987
"1996-05-06" 64.5625 64.5625 63.6875 64.25 647500 42.440712
"1996-05-07" 64.25 64.25 63.765598 63.984299 582100 42.265186
"1996-05-08" 63.671799 64.781197 63.078098 64.781197 1694700 42.791584
"1996-05-09" 64.5625 65.0625 64.5 64.734299 593400 42.760601
"1996-05-10" 65.375 65.593697 65.0625 65.375 925100 43.183819
"1996-05-13" 65.531197 66.640602 65.468697 66.359299 867500 43.834007
"1996-05-14" 66.625 66.9375 66.5625 66.765602 632300 44.102383
"1996-05-15" 66.781197 67.3125 66.640602 66.6875 466100 44.050816
"1996-05-16" 66.3125 66.9375 66.281197 66.828102 514400 44.143681
"1996-05-17" 67 67.296799 67 67.1875 427700 44.381084
"1996-05-20" 67.656197 67.75 66.984299 67.640602 788500 44.680378
"1996-05-21" 67.75 67.875 67.5 67.546799 352700 44.618412
"1996-05-22" 67.625 68.1875 67.390602 68.1875 1218100 45.041615
"1996-05-23" 68.281197 68.4375 67.531197 67.906197 967900 44.855793
"1996-05-24" 67.968697 68.328102 67.9375 68.171799 659100 45.03125
"1996-05-28" 68.375 68.375 67.3125 67.484299 456400 44.577129
"1996-05-29" 67.625 67.6875 66.8125 67.031197 649600 44.277836
"1996-05-30" 66.9375 67.718697 66.75 67.375 895800 44.50494
"1996-05-31" 67.359299 67.640602 66.875 66.875 923500 44.17466
"1996-06-03" 66.890602 67.109299 66.703102 67.0625 503100 44.298523
"1996-06-04" 67.375 67.593697 67.25 67.531197 627100 44.608116
"1996-06-05" 67.5625 68.203102 67.421799 68.125 428000 45.000347
"1996-06-06" 68.5 68.5 67.5 67.625 523300 44.670059
"1996-06-07" 66.1875 67.640602 66.1875 67.625 1422800 44.670059
"1996-06-10" 67.531197 67.734299 67.296799 67.406197 548800 44.525551
"1996-06-11" 67.656197 68.031197 67.343697 67.343697 688700 44.484268
"1996-06-12" 67.5625 67.734299 67.109299 67.218697 1120600 44.401699
"1996-06-13" 67.375 67.468697 66.828102 67.218697 1502000 44.401699
"1996-06-14" 67.25 67.25 66.718697 66.9375 1468200 44.215939
"1996-06-17" 66.968697 67.218697 66.718697 66.890602 1101000 44.184967
"1996-06-18" 66.843697 67.031197 66.328102 66.343697 718000 43.823696
"1996-06-19" 66.656197 67 66.421799 66.640602 552100 44.019817
"1996-06-20" 66.703102 66.921799 66.1875 66.593697 1234400 43.988838
"1996-06-21" 66.5625 66.8125 66.375 66.8125 573300 44.367222
"1996-06-24" 66.968697 67.218697 66.843697 66.9375 416500 44.450233
"1996-06-25" 67.125 67.171799 66.781197 66.859299 454400 44.398312
"1996-06-26" 66.781197 66.921799 66.390602 66.406197 838200 44.097408
"1996-06-27" 66.406197 67.046799 66.156197 66.875 1090500 44.40873
"1996-06-28" 67.156197 67.5 66.968697 67.109299 1060800 44.564308
"1996-07-01" 67.281197 67.703102 67.1875 67.6875 471300 44.948257
"1996-07-02" 67.625 67.640602 67.328102 67.4375 389400 44.782253
"1996-07-03" 67.406197 67.5 67.0625 67.296799 308300 44.688824
"1996-07-05" 66.125 66.4375 65.375 65.578102 842900 43.547523
"1996-07-08" 65.625 65.984299 65.125 65.3125 942000 43.371128
"1996-07-09" 65.609299 65.8125 65.375 65.578102 716300 43.547523
"1996-07-10" 65.5625 65.843697 64.921799 65.843697 1132300 43.723892
"1996-07-11" 65.5625 65.6875 63.875 64.515602 1587400 42.841965
"1996-07-12" 64.625 64.906197 64.078102 64.5625 1312000 42.873081
"1996-07-15" 64.718697 64.718697 62.6562 62.6562 1951300 41.607212
"1996-07-16" 62.8437 63.5 60.375 62.8125 4141000 41.710995
"1996-07-17" 63.75 64 63 63.5625 1340500 42.20903
"1996-07-18" 63.75 64.546799 63.328098 64.4375 1432500 42.790092
"1996-07-19" 64.281197 64.375 63.625 63.9687 1216000 42.478786
"1996-07-22" 63.5312 63.75 63.015598 63.5 519800 42.167542
"1996-07-23" 63.5937 63.9375 62.578098 62.6875 1479800 41.628002
"1996-07-24" 61.9375 63.1875 61.625 62.8125 2463400 41.710995
"1996-07-25" 63.4375 63.5625 63.125 63.375 1989800 42.08453
"1996-07-26" 63.5625 63.8125 63.390598 63.7187 642300 42.312775
"1996-07-29" 63.625 63.7187 62.9375 63.015598 1297900 41.845863
"1996-07-30" 63.4375 63.6875 62.9375 63.625 1868200 42.250538
"1996-07-31" 63.671799 64.265602 63.515598 64.093697 767100 42.561783
"1996-08-01" 64.156197 65.390602 64.0625 65.156197 1168600 43.267353
"1996-08-02" 66 66.593697 65.75 66.5625 1098500 44.201218
"1996-08-05" 66.578102 66.593697 65.968697 66.171799 710200 43.941769
"1996-08-06" 66.156197 66.515602 65.796799 66.375 640000 44.076706
"1996-08-07" 66.625 66.75 66.125 66.546799 917800 44.190781
"1996-08-08" 66.5625 66.5625 66.1875 66.4375 925100 44.118198
"1996-08-09" 66.671799 66.765602 66.0625 66.218697 648800 43.972897
"1996-08-12" 66.25 66.859299 66 66.703102 764200 44.294571
"1996-08-13" 66.578102 66.625 66 66.171799 805200 43.941769
"1996-08-14" 66.1875 66.468697 66 66.406197 533800 44.097408
"1996-08-15" 66.234299 66.625 66.203102 66.281197 632600 44.014408
"1996-08-16" 66.468697 66.875 66.468697 66.843697 475100 44.387947
"1996-08-19" 66.859299 66.921799 66.625 66.875 436400 44.40873
"1996-08-20" 66.890602 66.906197 66.671799 66.828102 645700 44.377583
"1996-08-21" 66.656197 66.8125 66.375 66.593697 266400 44.22192
"1996-08-22" 66.75 67.343697 66.718697 67.218697 584800 44.636971
"1996-08-23" 67.093697 67.203102 66.640602 66.859299 757100 44.398312
"1996-08-26" 66.703102 66.781197 66.421799 66.531197 784700 44.18042
"1996-08-27" 66.718697 66.843697 66.5 66.781197 389400 44.346439
"1996-08-28" 66.9375 67 66.656197 66.671799 227600 44.273777
"1996-08-29" 66.593697 66.593697 65.625 66.015602 680200 43.838036
"1996-08-30" 66 66.015602 65.125 65.328102 1500900 43.381496
"1996-09-03" 64.468697 65.843697 64.375 65.75 1782000 43.661652
"1996-09-04" 65.75 66.75 65.484299 65.8125 930200 43.703159
"1996-09-05" 65.5 65.765602 65.015602 65.015602 616600 43.173969
"1996-09-06" 65.25 66.171799 65.140602 65.9375 804900 43.786171
"1996-09-09" 66.1875 66.734299 66.078102 66.718697 719200 44.304943
"1996-09-10" 66.625 66.906197 66.375 66.6875 669900 44.284225
"1996-09-11" 66.5625 67.125 66.406197 67.0625 713500 44.533241
"1996-09-12" 67.25 67.734299 67.156197 67.531197 713300 44.844479
"1996-09-13" 68.3125 68.625 68.125 68.5625 2008800 45.52932
"1996-09-16" 68.656197 69.156197 68.5625 68.8125 1220200 45.695332
"1996-09-17" 68.875 68.984299 68.234299 68.656197 604700 45.591526
"1996-09-18" 68.5625 68.75 68.218697 68.484299 225500 45.47739
"1996-09-19" 68.375 68.796799 68.281197 68.75 410000 45.653839
"1996-09-20" 68.593697 68.781197 68.375 68.640602 948400 45.815777
"1996-09-23" 68.468697 68.75 68.156197 68.625 466800 45.805344
"1996-09-24" 68.5625 69.25 68.3125 68.609299 1269800 45.794872
"1996-09-25" 68.9375 68.9375 68.5 68.656197 1353300 45.826187
"1996-09-26" 68.75 69.1875 68.390602 68.625 773200 45.805344
"1996-09-27" 68.718697 68.718697 68.375 68.6875 407600 45.847069
"1996-09-30" 68.781197 69.0625 68.578102 68.625 578200 45.805344
"1996-10-01" 68.703102 69.046799 68.4375 69 561400 46.05566
"1996-10-02" 69.25 69.593697 69.156197 69.468697 609000 46.368504
"1996-10-03" 69.5 69.531197 69.203102 69.406197 342200 46.326771
"1996-10-04" 69.6875 70.343697 69.5 70.343697 754100 46.952545
"1996-10-07" 70.3125 70.625 70.25 70.421799 235100 47.004665
"1996-10-08" 70.453102 70.6875 70.015602 70.140602 386200 46.816982
"1996-10-09" 70.25 70.375 69.515602 69.593697 528800 46.451912
"1996-10-10" 69.593697 69.859299 69.375 69.453102 1562200 46.358078
"1996-10-11" 69.718697 70.3125 69.718697 70.3125 331300 46.931705
"1996-10-14" 70.3125 70.6875 70.296799 70.406197 201600 46.994259
"1996-10-15" 71.125 71.125 69.953102 70.3125 776900 46.931705
"1996-10-16" 70.5 70.656197 69.9375 70.656197 590100 47.161137
"1996-10-17" 70.875 71.031197 70.546799 70.843697 792500 47.286259
"1996-10-18" 70.875 71.3125 70.718697 71.218697 695800 47.536579
"1996-10-21" 71.281197 71.625 70.9375 71.125 879200 47.474033
"1996-10-22" 71.0625 71.078102 70.593697 70.625 848900 47.140293
"1996-10-23" 70.468697 70.890602 70.1875 70.859299 735900 47.296673
"1996-10-24" 70.859299 70.984299 70.218697 70.25 379300 46.889988
"1996-10-25" 70.234299 70.5625 70.125 70.3125 568300 46.931705
"1996-10-28" 70.375 70.734299 69.8125 69.843697 975400 46.61879
"1996-10-29" 70.0625 70.578102 69.703102 70.406197 815900 46.994259
"1996-10-30" 70.625 70.625 70.093697 70.171799 495400 46.837784
"1996-10-31" 70.265602 70.875 70.1875 70.843697 726300 47.286259
"1996-11-01" 70.984299 71.156197 70.265602 70.593697 821300 47.119419
"1996-11-04" 70.6875 71.0625 70.531197 71.0625 1608400 47.43232
"1996-11-05" 71.296799 71.796799 71.281197 71.468697 764000 47.703442
"1996-11-06" 71.593697 72.875 71.531197 72.843697 1665000 48.621204
"1996-11-07" 72.625 73.296799 72.531197 73.015602 1446300 48.73595
"1996-11-08" 73.031197 73.4375 72.75 73.421799 1355700 49.007076
"1996-11-11" 73.25 73.515602 73.218697 73.343697 655900 48.954964
"1996-11-12" 73.546799 73.593697 73.015602 73.125 719900 48.808968
"1996-11-13" 73.203102 73.5625 73.015602 73.453102 481900 49.027977
"1996-11-14" 73.1875 73.9375 73.156197 73.9375 558800 49.351295
"1996-11-15" 74.125 74.5 73.718697 74.031197 2250900 49.413868
"1996-11-18" 74.171799 74.25 73.734299 74.046799 1518200 49.424248
"1996-11-19" 74.140602 74.593697 74.031197 74.578102 1029300 49.778881
"1996-11-20" 74.5625 75.015602 74.3125 74.703102 730000 49.862316
"1996-11-21" 74.796799 74.843697 74.375 74.593697 653000 49.789314
"1996-11-22" 74.703102 75.25 74.703102 75.171799 965100 50.17514
"1996-11-25" 75.25 76.156197 75.078102 76.125 2058800 50.811375
"1996-11-26" 76.281197 76.6875 75.468697 75.875 2861800 50.644531
"1996-11-27" 76.0625 76.1875 75.640602 75.734299 872000 50.550621
"1996-11-29" 76 76.218697 75.859299 76.015602 1073400 50.738392
"1996-12-02" 75.921799 76.125 75.390602 76.046799 1350600 50.759216
"1996-12-03" 76.0625 76.578102 74.75 74.75 1777800 49.893627
"1996-12-04" 74.875 75.0625 74.093697 74.953102 2365100 50.029186
"1996-12-05" 74.843697 75.140602 74.531197 74.75 1697700 49.893627
"1996-12-06" 73.25 74.75 72.656197 74.3125 3401800 49.60162
"1996-12-09" 74.6875 75.421799 74.578102 75.406197 1864600 50.331615
"1996-12-10" 75.5625 75.671799 74.968697 75.046799 1331600 50.091721
"1996-12-11" 73.625 74.625 73.3125 74.359299 1847900 49.632851
"1996-12-12" 74.781197 74.875 72.9375 73.125 2540200 48.808968
"1996-12-13" 73.0625 73.578102 72.406197 73.3125 1678300 48.934124
"1996-12-16" 73.5 73.6875 72.0625 72.375 1831100 48.308365
"1996-12-17" 72.156197 73.281197 71.875 72.953102 2023200 48.694248
"1996-12-18" 73.375 73.765602 73.265602 73.531197 1666800 49.080093
"1996-12-19" 74.1875 75.125 73.890602 75.046799 2269300 50.091721
"1996-12-20" 75.125 75.718697 74.75 74.843697 1543200 50.201672
"1996-12-23" 75.093697 75.203102 74.328102 74.656197 1263700 50.075901
"1996-12-24" 74.843697 75.203102 74.796799 75.203102 633000 50.442745
"1996-12-26" 75.4375 75.828102 75.375 75.781197 1384300 50.830482
"1996-12-27" 75.781197 76.031197 75.5 75.875 410400 50.893417
"1996-12-30" 76.125 76.125 75.156197 75.218697 694100 50.453186
"1996-12-31" 75.281197 75.375 73.843697 73.843697 1378100 49.530914
"1997-01-02" 74.375 74.375 72.75 74.031197 2031900 49.65667
"1997-01-03" 74.375 75.125 74.078102 75.093697 2123200 50.369354
"1997-01-06" 75.093697 75.4375 74.3125 74.4375 1374100 49.929203
"1997-01-07" 74.4375 75.468697 74.125 75.343697 939000 50.537037
"1997-01-08" 75.75 75.781197 74.6875 74.6875 1802200 50.096901
"1997-01-09" 75.0625 75.875 74.9375 75.3125 1415700 50.516109
"1997-01-10" 74.25 76.25 74.25 76.125 2369500 51.061092
"1997-01-13" 76.5 76.5 75.640602 76.015602 1364600 50.987713
"1997-01-14" 76.6875 77.390602 76.5 76.968697 2111200 51.62701
"1997-01-15" 76.718697 77.203102 76.375 76.781197 1583900 51.501251
"1997-01-16" 77.031197 77.296799 76.5 77.093697 1308400 51.710842
"1997-01-17" 77.203102 77.75 77.109299 77.5625 1604000 52.025303
"1997-01-20" 77.75 78.093697 77.468697 77.656197 1889900 52.08815
"1997-01-21" 77.375 78.546799 77.109299 78.281197 2785800 52.507378
"1997-01-22" 78.3125 78.843697 77.875 78.843697 1201600 52.884689
"1997-01-23" 79.0625 79.6875 76.906197 77.75 2601100 52.151081
"1997-01-24" 77.875 77.906197 76.75 76.75 2176000 51.480335
"1997-01-27" 76.875 77.234299 76.375 76.531197 2108500 51.333553
"1997-01-28" 77.625 77.843697 76 76.75 4376000 51.480335
"1997-01-29" 76.875 77.5 76.593697 77.5 1122700 51.983387
"1997-01-30" 77.875 78.531197 77.406197 78.5 2126300 52.654144
"1997-01-31" 78.9375 79.406197 78.375 78.406197 3208100 52.591202
"1997-02-03" 78.718697 78.890602 78.359299 78.640602 755000 52.748451
"1997-02-04" 78.75 79.203102 78.4375 79.125 654100 53.073338
"1997-02-05" 79.234299 79.468697 77.125 77.640602 2255400 52.077705
"1997-02-06" 77.781197 78.203102 77.406197 78.156197 2483100 52.423531
"1997-02-07" 78.8125 79.25 77.781197 79.218697 2321000 53.136227
"1997-02-10" 79.25 79.531197 78.421799 78.468697 1670000 52.633144
"1997-02-11" 78.781197 79.375 78.125 79.375 1664300 53.241058
"1997-02-12" 79.375 80.640602 79.265602 80.5 2675400 53.99564
"1997-02-13" 80.8125 81.5625 80.6875 81.375 1104800 54.582542
"1997-02-14" 81.1875 81.468697 80.906197 81.1875 1112900 54.456795
"1997-02-18" 81.343697 81.9375 80.75 81.875 833100 54.917927
"1997-02-19" 81.656197 82 81.156197 81.328102 648100 54.551102
"1997-02-20" 81.031197 81.359299 80.156197 80.343697 1193900 53.890812
"1997-02-21" 80.406197 80.765602 80.140602 80.375 1844400 53.911812
"1997-02-24" 79.968697 81.375 79.968697 81.328102 787300 54.551102
"1997-02-25" 81.406197 81.531197 80.875 81.390602 1653900 54.593014
"1997-02-26" 81.3125 81.4375 79.625 80.593697 1597800 54.058502
"1997-02-27" 80.8125 80.8125 79.375 79.390602 1813100 53.251503
"1997-02-28" 79.25 79.875 79.0625 79.156197 2961200 53.094276
"1997-03-03" 78.75 79.75 78.6875 79.6875 1210400 53.450661
"1997-03-04" 79.906197 80.125 79.093697 79.25 1478700 53.157196
"1997-03-05" 79.718697 80.593697 79.453102 80.593697 1254800 54.058502
"1997-03-06" 80.625 80.906197 79.875 80.125 1528500 53.74411
"1997-03-07" 80.4375 81.156197 80.25 80.843697 1859300 54.226185
"1997-03-10" 80.9375 81.6875 80.546799 81.6875 1074900 54.792145
"1997-03-11" 81.75 81.796799 81.25 81.25 624600 54.498707
"1997-03-12" 81.3125 81.343697 80.296799 80.531197 1055600 54.016586
"1997-03-13" 80.25 80.468697 79.0625 79.281197 2514100 53.178131
"1997-03-14" 79.640602 80.031197 79.25 79.6875 1642700 53.450661
"1997-03-17" 79.25 80.031197 78.4375 79.906197 3013500 53.597351
"1997-03-18" 80 80.109299 78.718697 79.046799 1352500 53.020874
"1997-03-19" 78.843697 79.5 78.0625 78.781197 1510000 52.842743
"1997-03-20" 78.75 79 77.875 78.375 1808200 52.570286
"1997-03-21" 78.6875 78.75 78.343697 78.4375 2810600 52.813686
"1997-03-24" 78.5 79.578102 78.093697 79.531197 2145600 53.550098
"1997-03-25" 79.343697 79.968697 78.531197 78.75 2125800 53.024097
"1997-03-26" 79.0625 79.656197 78.6875 79.093697 1335300 53.255527
"1997-03-27" 79.375 79.375 76.156197 77 2898500 51.845791
"1997-03-31" 76.906197 77.125 75.25 75.375 4270700 50.751667
"1997-04-01" 75.25 76.1875 75.046799 75.859299 3210900 51.077763
"1997-04-02" 75.625 75.9375 74.4375 74.5 2672700 50.162498
"1997-04-03" 74.4375 75.125 74.1875 74.906197 2284200 50.435993
"1997-04-04" 74.5 75.859299 74.156197 75.843697 3706700 51.067211
"1997-04-07" 76.1875 76.625 76.140602 76.140602 2596200 51.267162
"1997-04-08" 76.125 76.781197 75.843697 76.6875 1822700 51.635387
"1997-04-09" 77 77.046799 75.843697 76.0625 2453200 51.214565
"1997-04-10" 76.093697 76.546799 75.6875 75.781197 1996500 51.025124
"1997-04-11" 75.0625 75.3125 73.375 73.375 4221600 49.405006
"1997-04-14" 73.734299 74.453102 73.3125 74.359299 3988500 50.067749
"1997-04-15" 75.25 75.640602 74.5 75.625 2760400 50.919991
"1997-04-16" 75.375 76.609299 75.25 76.5 2273300 51.50914
"1997-04-17" 76.5 77 76 76.1875 1386000 51.298714
"1997-04-18" 76.8125 76.984299 76.25 76.5625 1702100 51.551235
"1997-04-21" 76.75 76.906197 75.468697 76.0625 2809400 51.214565
"1997-04-22" 76.109299 77.734299 76 77.734299 3215000 52.340202
"1997-04-23" 77.656197 78.031197 77.1875 77.8125 2047700 52.392857
"1997-04-24" 78.046799 78.281197 76.875 77.421799 2689900 52.129826
"1997-04-25" 77.0625 77.203102 76.421799 76.531197 1606200 51.530148
"1997-04-28" 76.5 77.8125 76.375 77.281197 1666500 52.035145
"1997-04-29" 78.593697 79.781197 78.296799 79.718697 3197400 53.676376
"1997-04-30" 79.25 80.6875 79.218697 80.093697 3372200 53.928867
"1997-05-01" 80.218697 80.531197 79.3125 80 2149500 53.865776
"1997-05-02" 80.281197 81.671799 80.0625 81.4375 1448300 54.833672
"1997-05-05" 81.656197 83.5625 81.296799 83.375 3636200 56.138229
"1997-05-06" 82.968697 83.468697 82.5 83.3125 1721100 56.096161
"1997-05-07" 83 83 81.406197 81.5 2327200 54.875751
"1997-05-08" 81.3125 83.218697 81.1875 82.0625 2923700 55.254478
"1997-05-09" 82.968697 83.125 81.656197 82.625 2558200 55.63324
"1997-05-12" 82.9375 84.25 82.875 84 2357900 56.559071
"1997-05-13" 83.9375 84.093697 83.015602 83.656197 1195100 56.327568
"1997-05-14" 84.234299 84.5 83.4375 83.8125 2772000 56.432816
"1997-05-15" 83.8125 84.593697 83.515602 84.375 884100 56.811543
"1997-05-16" 84.125 84.3125 83 83.218697 1934200 56.032982
"1997-05-19" 83.3125 83.906197 83.0625 83.468697 1375800 56.20129
"1997-05-20" 83.281197 84.6875 82.75 84.468697 1756400 56.874657
"1997-05-21" 84.6875 84.984299 83.656197 84.281197 1208000 56.748379
"1997-05-22" 84.375 84.468697 83.5625 84 907600 56.559071
"1997-05-23" 84.375 85.218697 84.156197 84.781197 644400 57.085064
"1997-05-27" 84.375 85.531197 84.265602 85.125 1531000 57.316563
"1997-05-28" 85.125 85.453102 84.515602 85.109299 716700 57.306007
"1997-05-29" 85.093697 85.25 84.5 84.609299 1282700 56.969299
"1997-05-30" 83.218697 85.5625 83.125 85.156197 2143300 57.337536
"1997-06-02" 85.343697 85.5 84.718697 84.781197 1479100 57.085064
"1997-06-03" 84.406197 85.4375 84.343697 84.5 1562100 56.895699
"1997-06-04" 84.531197 84.75 84.078102 84.406197 1063100 56.83255
"1997-06-05" 84.593697 85.3125 84.421799 84.718697 1180800 57.042969
"1997-06-06" 84.593697 86.4375 84.593697 86.375 1511100 58.158188
"1997-06-09" 86.4375 86.875 86.343697 86.8125 1823400 58.452782
"1997-06-10" 86.843697 87.406197 86.5 87.078102 1217500 58.631611
"1997-06-11" 87 87.406197 86.828102 87.281197 1673800 58.768326
"1997-06-12" 87.875 89 87.5625 88.968697 4273300 59.90456
"1997-06-13" 89.0625 90 88.906197 89.718697 2132900 60.409569
"1997-06-16" 89.75 90 89.468697 89.75 800400 60.430668
"1997-06-17" 89.4375 90.234299 88.9375 89.625 2048100 60.346481
"1997-06-18" 89.125 89.625 88.968697 89.3125 1971900 60.136082
"1997-06-19" 89.609299 90.5 89.375 90.234299 2029900 60.756741
"1997-06-20" 89.9375 90.343697 89.5 89.578102 1396900 60.54977
"1997-06-23" 89.406197 89.906197 87.343697 87.406197 3991500 59.081665
"1997-06-24" 88.25 89.875 88 89.625 4895100 60.581451
"1997-06-25" 89.484299 90.25 87.9375 89 4708900 60.158966
"1997-06-26" 88.843697 89.625 87.6875 88.5625 2569900 59.8633
"1997-06-27" 88.968697 89.718697 88.6875 88.906197 2617900 60.095581
"1997-06-30" 88.906197 89.468697 87.875 88.3125 2384900 59.694279
"1997-07-01" 88.5 89.5625 88.390602 89.343697 1749000 60.391331
"1997-07-02" 89.5625 90.8125 89.218697 90.8125 1961800 61.384159
"1997-07-03" 91.875 92.156197 91.468697 92.0625 2539100 62.229122
"1997-07-07" 92.375 92.5 90.906197 91.125 1158600 61.595387
"1997-07-08" 91.25 92.1875 91.1875 92.078102 3396500 62.239624
"1997-07-09" 92.3125 92.375 90.031197 91.0625 5390300 61.553146
"1997-07-10" 91.125 91.843697 90.484299 91.468697 2072200 61.827698
"1997-07-11" 91.593697 92.1875 91.375 91.781197 2258900 62.038956
"1997-07-14" 91.890602 92.3125 91.218697 92.0625 3186400 62.229122
"1997-07-15" 92.3125 92.765602 91.468697 92.531197 2983100 62.545883
"1997-07-16" 93.125 94.093697 92.890602 93.75 2621300 63.369717
"1997-07-17" 93.625 93.8125 92.781197 93.281197 1794800 63.052868
"1997-07-18" 93.015602 93.218697 91.0625 91.296799 3961900 61.711502
"1997-07-21" 91.281197 91.593697 90.6875 91.3125 3810300 61.722137
"1997-07-22" 91.6875 93.796799 91.625 93.734299 4243400 63.359146
"1997-07-23" 93.9375 94.484299 93.531197 93.656197 3204300 63.306343
"1997-07-24" 93.9375 94.265602 92.6875 94.093697 4152700 63.602062
"1997-07-25" 94.5625 94.8125 93.625 94.031197 2364800 63.559814
"1997-07-28" 94.25 94.5625 93.5 93.968697 2794700 63.517551
"1997-07-29" 93.625 94.468697 93.421799 94.281197 2737100 63.728779
"1997-07-30" 94.5 95.625 94.406197 95.406197 4839800 64.48925
"1997-07-31" 95.406197 96.031197 95.031197 95.3125 2138700 64.425888
"1997-08-01" 95.5 95.718697 93.8125 94.9375 7077700 64.172401
"1997-08-04" 94.781197 95.546799 94.406197 95.1875 2339500 64.341431
"1997-08-05" 95.093697 95.6875 94.906197 95.25 1466700 64.383652
"1997-08-06" 95.4375 96.531197 95.0625 96.031197 2478200 64.911682
"1997-08-07" 96.5 96.625 95.125 95.3125 3641900 64.425888
"1997-08-08" 94.3125 94.75 92.406197 93.375 7113100 63.116245
"1997-08-11" 93.75 94.281197 92.625 94.0625 6355900 63.580952
"1997-08-12" 94.218697 94.546799 92.468697 92.5625 6132500 62.567059
"1997-08-13" 93.6875 93.843697 91.468697 92.281197 6982300 62.376934
"1997-08-14" 93.093697 93.3125 91.718697 92.625 3462700 62.609318
"1997-08-15" 92.125 92.125 89.625 89.781197 4907100 60.687057
"1997-08-18" 90.375 91.781197 89.343697 91.781197 5638900 62.038956
"1997-08-19" 92.218697 92.906197 91.531197 92.843697 3802800 62.757145
"1997-08-20" 92.9375 94.3125 92.609299 94.25 3564600 63.707706
"1997-08-21" 94.125 94.25 92.093697 92.593697 5392600 62.588146
"1997-08-22" 91 92.734299 90.5625 92.5625 8087800 62.567059
"1997-08-25" 92.781197 93.406197 91.843697 92.218697 3888000 62.334679
"1997-08-26" 92 92.5625 90.703102 90.859299 4290000 61.415791
"1997-08-27" 91 91.968697 90.406197 91.406197 5484300 61.785442
"1997-08-28" 91.1875 91.9375 90 90.015602 4287900 60.845528
"1997-08-29" 90.125 91.109299 89.718697 90.375 2652300 61.088413
"1997-09-02" 90.6875 93.359299 90.593697 93.3125 7294000 63.074009
"1997-09-03" 93.296799 94 92.75 92.8125 2812500 62.736042
"1997-09-04" 93.0625 93.718697 92.75 93.406197 2473700 63.137344
"1997-09-05" 93.968697 94.4375 92.593697 93.140602 3663300 62.957802
"1997-09-08" 93.718697 94 93.3125 93.546799 803500 63.232391
"1997-09-09" 93.218697 94.281197 92.906197 93.593697 1885200 63.264091
"1997-09-10" 93.125 93.5 91.656197 91.656197 3623700 61.954456
"1997-09-11" 91.781197 91.906197 90.25 91.1875 7055900 61.63763
"1997-09-12" 92 92.968697 90.9375 92.656197 6708000 62.630394
"1997-09-15" 92.656197 93.3125 92.1875 92.5 2060500 62.524792
"1997-09-16" 93.3125 95.281197 93.031197 94.8125 6979000 64.087914
"1997-09-17" 95.375 95.5 94.5 94.8125 2220000 64.087914
"1997-09-18" 95 96.375 94.968697 95.218697 5045400 64.362473
"1997-09-19" 94.656197 95.359299 94.406197 95.031197 1566400 64.471367
"1997-09-22" 95.5 96.203102 95.218697 95.5625 3259000 64.831833
"1997-09-23" 95.5625 95.703102 94.75 95.125 1872800 64.535011
"1997-09-24" 95.375 96.109299 94.281197 94.343697 2793100 64.004967
"1997-09-25" 94.25 94.75 93.625 93.6875 6327800 63.559753
"1997-09-26" 94.4375 94.8125 94.1875 94.468697 3995800 64.08976
"1997-09-29" 94.5 95.5625 94.156197 95.375 2065000 64.70462
"1997-09-30" 95 95.6875 94.375 94.375 4137600 64.026199
"1997-10-01" 95.25 95.8125 94.781197 95.625 3567500 64.874229
"1997-10-02" 95.531197 96.1875 95.3125 96.156197 2577500 65.234612
"1997-10-03" 97.468697 97.75 95.343697 96.640602 6499900 65.563255
"1997-10-06" 97.3125 97.609299 96.906197 97.281197 2272100 65.997849
"1997-10-07" 97.531197 98.5 97.203102 98.1875 1832800 66.612701
