"price.open" "price.high" "price.low" "price.close" "volume" "adjusted" "ref.date" "ticker"
"1329" NA NA NA NA NA NA 2009-03-25 "NBI"
"1330" NA NA NA NA NA NA 2009-03-26 "NBI"
"1331" NA NA NA NA NA NA 2009-03-27 "NBI"
"1332" NA NA NA NA NA NA 2009-03-30 "NBI"
"1333" NA NA NA NA NA NA 2009-03-31 "NBI"
"1334" NA NA NA NA NA NA 2009-04-01 "NBI"
"1335" NA NA NA NA NA NA 2009-04-02 "NBI"
"1336" NA NA NA NA NA NA 2009-04-03 "NBI"
"1337" NA NA NA NA NA NA 2009-04-06 "NBI"
"1338" 659.900024 659.900024 659.900024 659.900024 0 659.900024 2009-04-07 "NBI"
"1339" NA NA NA NA NA NA 2009-04-08 "NBI"
"1340" NA NA NA NA NA NA 2009-04-09 "NBI"
"1341" NA NA NA NA NA NA 2009-04-13 "NBI"
"1342" NA NA NA NA NA NA 2009-04-14 "NBI"
"1343" NA NA NA NA NA NA 2009-04-15 "NBI"
"1344" NA NA NA NA NA NA 2009-04-16 "NBI"
"1345" NA NA NA NA NA NA 2009-04-17 "NBI"
"1346" NA NA NA NA NA NA 2009-04-20 "NBI"
"1347" NA NA NA NA NA NA 2009-04-21 "NBI"
"1348" NA NA NA NA NA NA 2009-04-22 "NBI"
"1349" 653.150024 653.150024 653.150024 653.150024 0 653.150024 2009-04-23 "NBI"
"1350" NA NA NA NA NA NA 2009-04-24 "NBI"
"1351" NA NA NA NA NA NA 2009-04-27 "NBI"
"1352" NA NA NA NA NA NA 2009-04-28 "NBI"
"1353" NA NA NA NA NA NA 2009-04-29 "NBI"
"1354" NA NA NA NA NA NA 2009-04-30 "NBI"
"1355" NA NA NA NA NA NA 2009-05-01 "NBI"
"1356" NA NA NA NA NA NA 2009-05-04 "NBI"
"1357" NA NA NA NA NA NA 2009-05-05 "NBI"
"1358" NA NA NA NA NA NA 2009-05-06 "NBI"
"1359" NA NA NA NA NA NA 2009-05-07 "NBI"
"1360" NA NA NA NA NA NA 2009-05-08 "NBI"
"1361" NA NA NA NA NA NA 2009-05-11 "NBI"
"1362" NA NA NA NA NA NA 2009-05-12 "NBI"
"1363" 672 672 672 672 0 672 2009-05-13 "NBI"
"1364" NA NA NA NA NA NA 2009-05-14 "NBI"
"1365" NA NA NA NA NA NA 2009-05-15 "NBI"
"1366" NA NA NA NA NA NA 2009-05-18 "NBI"
"1367" NA NA NA NA NA NA 2009-05-19 "NBI"
"1368" NA NA NA NA NA NA 2009-05-20 "NBI"
"1369" NA NA NA NA NA NA 2009-05-21 "NBI"
"1370" NA NA NA NA NA NA 2009-05-22 "NBI"
"1371" NA NA NA NA NA NA 2009-05-26 "NBI"
"1372" NA NA NA NA NA NA 2009-05-27 "NBI"
"1373" NA NA NA NA NA NA 2009-05-28 "NBI"
"1374" NA NA NA NA NA NA 2009-05-29 "NBI"
"1375" NA NA NA NA NA NA 2009-06-01 "NBI"
"1376" NA NA NA NA NA NA 2009-06-02 "NBI"
"1377" NA NA NA NA NA NA 2009-06-03 "NBI"
"1378" NA NA NA NA NA NA 2009-06-04 "NBI"
"1379" NA NA NA NA NA NA 2009-06-05 "NBI"
"1380" NA NA NA NA NA NA 2009-06-08 "NBI"
"1381" NA NA NA NA NA NA 2009-06-09 "NBI"
"1382" NA NA NA NA NA NA 2009-06-10 "NBI"
"1383" NA NA NA NA NA NA 2009-06-11 "NBI"
"1384" NA NA NA NA NA NA 2009-06-12 "NBI"
"1385" NA NA NA NA NA NA 2009-06-15 "NBI"
"1386" NA NA NA NA NA NA 2009-06-16 "NBI"
"1387" NA NA NA NA NA NA 2009-06-17 "NBI"
"1388" NA NA NA NA NA NA 2009-06-18 "NBI"
"1389" NA NA NA NA NA NA 2009-06-19 "NBI"
"1390" NA NA NA NA NA NA 2009-06-22 "NBI"
"1391" NA NA NA NA NA NA 2009-06-23 "NBI"
"1392" 725.919983 725.919983 725.919983 725.919983 0 725.919983 2009-06-24 "NBI"
"1393" NA NA NA NA NA NA 2009-06-25 "NBI"
"1394" NA NA NA NA NA NA 2009-06-26 "NBI"
"1395" 752.940002 752.940002 752.940002 752.940002 0 752.940002 2009-06-29 "NBI"
"1396" NA NA NA NA NA NA 2009-06-30 "NBI"
"1397" NA NA NA NA NA NA 2009-07-01 "NBI"
"1398" NA NA NA NA NA NA 2009-07-02 "NBI"
"1399" NA NA NA NA NA NA 2009-07-06 "NBI"
"1400" NA NA NA NA NA NA 2009-07-07 "NBI"
"1401" NA NA NA NA NA NA 2009-07-08 "NBI"
"1402" NA NA NA NA NA NA 2009-07-09 "NBI"
"1403" NA NA NA NA NA NA 2009-07-10 "NBI"
"1404" NA NA NA NA NA NA 2009-07-13 "NBI"
"1405" NA NA NA NA NA NA 2009-07-14 "NBI"
"1406" NA NA NA NA NA NA 2009-07-15 "NBI"
"1407" NA NA NA NA NA NA 2009-07-16 "NBI"
"1408" NA NA NA NA NA NA 2009-07-17 "NBI"
"1409" NA NA NA NA NA NA 2009-07-20 "NBI"
"1410" NA NA NA NA NA NA 2009-07-21 "NBI"
"1411" NA NA NA NA NA NA 2009-07-22 "NBI"
"1412" 791.669983 791.669983 791.669983 791.669983 0 791.669983 2009-07-23 "NBI"
"1413" NA NA NA NA NA NA 2009-07-24 "NBI"
"1414" NA NA NA NA NA NA 2009-07-27 "NBI"
"1415" NA NA NA NA NA NA 2009-07-28 "NBI"
"1416" NA NA NA NA NA NA 2009-07-29 "NBI"
"1417" NA NA NA NA NA NA 2009-07-30 "NBI"
"1418" NA NA NA NA NA NA 2009-07-31 "NBI"
"1419" NA NA NA NA NA NA 2009-08-03 "NBI"
"1420" NA NA NA NA NA NA 2009-08-04 "NBI"
"1421" NA NA NA NA NA NA 2009-08-05 "NBI"
"1422" NA NA NA NA NA NA 2009-08-06 "NBI"
"1423" NA NA NA NA NA NA 2009-08-07 "NBI"
"1424" NA NA NA NA NA NA 2009-08-10 "NBI"
"1425" NA NA NA NA NA NA 2009-08-11 "NBI"
"1426" NA NA NA NA NA NA 2009-08-12 "NBI"
"1427" NA NA NA NA NA NA 2009-08-13 "NBI"
"1428" NA NA NA NA NA NA 2009-08-14 "NBI"
"1429" NA NA NA NA NA NA 2009-08-17 "NBI"
"1430" NA NA NA NA NA NA 2009-08-18 "NBI"
"1431" NA NA NA NA NA NA 2009-08-19 "NBI"
"1432" NA NA NA NA NA NA 2009-08-20 "NBI"
"1433" NA NA NA NA NA NA 2009-08-21 "NBI"
"1434" NA NA NA NA NA NA 2009-08-24 "NBI"
"1435" NA NA NA NA NA NA 2009-08-25 "NBI"
"1436" NA NA NA NA NA NA 2009-08-26 "NBI"
"1437" NA NA NA NA NA NA 2009-08-27 "NBI"
"1438" NA NA NA NA NA NA 2009-08-28 "NBI"
"1439" NA NA NA NA NA NA 2009-08-31 "NBI"
"1440" NA NA NA NA NA NA 2009-09-01 "NBI"
"1441" NA NA NA NA NA NA 2009-09-02 "NBI"
"1442" NA NA NA NA NA NA 2009-09-03 "NBI"
"1443" NA NA NA NA NA NA 2009-09-04 "NBI"
"1444" NA NA NA NA NA NA 2009-09-08 "NBI"
"1445" NA NA NA NA NA NA 2009-09-09 "NBI"
"1446" NA NA NA NA NA NA 2009-09-10 "NBI"
"1447" NA NA NA NA NA NA 2009-09-11 "NBI"
"1448" NA NA NA NA NA NA 2009-09-14 "NBI"
"1449" NA NA NA NA NA NA 2009-09-15 "NBI"
"1450" NA NA NA NA NA NA 2009-09-16 "NBI"
"1451" NA NA NA NA NA NA 2009-09-17 "NBI"
"1452" NA NA NA NA NA NA 2009-09-18 "NBI"
"1453" NA NA NA NA NA NA 2009-09-21 "NBI"
"1454" NA NA NA NA NA NA 2009-09-22 "NBI"
"1455" NA NA NA NA NA NA 2009-09-23 "NBI"
"1456" NA NA NA NA NA NA 2009-09-24 "NBI"
"1457" NA NA NA NA NA NA 2009-09-25 "NBI"
"1458" NA NA NA NA NA NA 2009-09-28 "NBI"
"1459" NA NA NA NA NA NA 2009-09-29 "NBI"
"1460" NA NA NA NA NA NA 2009-09-30 "NBI"
"1461" NA NA NA NA NA NA 2009-10-01 "NBI"
"1462" NA NA NA NA NA NA 2009-10-02 "NBI"
"1463" NA NA NA NA NA NA 2009-10-05 "NBI"
"1464" 822.190002 822.190002 822.190002 822.190002 0 822.190002 2009-10-06 "NBI"
"1465" NA NA NA NA NA NA 2009-10-07 "NBI"
"1466" NA NA NA NA NA NA 2009-10-08 "NBI"
"1467" NA NA NA NA NA NA 2009-10-09 "NBI"
"1468" NA NA NA NA NA NA 2009-10-12 "NBI"
"1469" NA NA NA NA NA NA 2009-10-13 "NBI"
"1470" NA NA NA NA NA NA 2009-10-14 "NBI"
"1471" NA NA NA NA NA NA 2009-10-15 "NBI"
"1472" NA NA NA NA NA NA 2009-10-16 "NBI"
"1473" NA NA NA NA NA NA 2009-10-19 "NBI"
"1474" NA NA NA NA NA NA 2009-10-20 "NBI"
"1475" NA NA NA NA NA NA 2009-10-21 "NBI"
"1476" NA NA NA NA NA NA 2009-10-22 "NBI"
"1477" NA NA NA NA NA NA 2009-10-23 "NBI"
"1478" NA NA NA NA NA NA 2009-10-26 "NBI"
"1479" NA NA NA NA NA NA 2009-10-27 "NBI"
"1480" NA NA NA NA NA NA 2009-10-28 "NBI"
"1481" NA NA NA NA NA NA 2009-10-29 "NBI"
"1482" NA NA NA NA NA NA 2009-10-30 "NBI"
"1483" NA NA NA NA NA NA 2009-11-02 "NBI"
"1484" NA NA NA NA NA NA 2009-11-03 "NBI"
"1485" NA NA NA NA NA NA 2009-11-04 "NBI"
"1486" NA NA NA NA NA NA 2009-11-05 "NBI"
"1487" NA NA NA NA NA NA 2009-11-06 "NBI"
"1488" NA NA NA NA NA NA 2009-11-09 "NBI"
"1489" NA NA NA NA NA NA 2009-11-10 "NBI"
"1490" 814.380005 814.380005 814.380005 814.380005 0 814.380005 2009-11-11 "NBI"
"1491" NA NA NA NA NA NA 2009-11-12 "NBI"
"1492" NA NA NA NA NA NA 2009-11-13 "NBI"
"1493" NA NA NA NA NA NA 2009-11-16 "NBI"
"1494" NA NA NA NA NA NA 2009-11-17 "NBI"
"1495" NA NA NA NA NA NA 2009-11-18 "NBI"
"1496" NA NA NA NA NA NA 2009-11-19 "NBI"
"1497" NA NA NA NA NA NA 2009-11-20 "NBI"
"1498" NA NA NA NA NA NA 2009-11-23 "NBI"
"1499" NA NA NA NA NA NA 2009-11-24 "NBI"
"1500" NA NA NA NA NA NA 2009-11-25 "NBI"
"1501" NA NA NA NA NA NA 2009-11-27 "NBI"
"1502" NA NA NA NA NA NA 2009-11-30 "NBI"
"1503" NA NA NA NA NA NA 2009-12-01 "NBI"
"1504" NA NA NA NA NA NA 2009-12-02 "NBI"
"1505" NA NA NA NA NA NA 2009-12-03 "NBI"
"1506" NA NA NA NA NA NA 2009-12-04 "NBI"
"1507" NA NA NA NA NA NA 2009-12-07 "NBI"
"1508" NA NA NA NA NA NA 2009-12-08 "NBI"
"1509" NA NA NA NA NA NA 2009-12-09 "NBI"
"1510" NA NA NA NA NA NA 2009-12-10 "NBI"
"1511" NA NA NA NA NA NA 2009-12-11 "NBI"
"1512" NA NA NA NA NA NA 2009-12-14 "NBI"
"1513" NA NA NA NA NA NA 2009-12-15 "NBI"
"1514" NA NA NA NA NA NA 2009-12-16 "NBI"
"1515" NA NA NA NA NA NA 2009-12-17 "NBI"
"1516" NA NA NA NA NA NA 2009-12-18 "NBI"
"1517" NA NA NA NA NA NA 2009-12-21 "NBI"
"1518" NA NA NA NA NA NA 2009-12-22 "NBI"
"1519" NA NA NA NA NA NA 2009-12-23 "NBI"
"1520" NA NA NA NA NA NA 2009-12-24 "NBI"
"1521" NA NA NA NA NA NA 2009-12-28 "NBI"
"1522" NA NA NA NA NA NA 2009-12-29 "NBI"
"1523" NA NA NA NA NA NA 2009-12-30 "NBI"
"1524" NA NA NA NA NA NA 2009-12-31 "NBI"
"1525" 857.440002 857.440002 857.440002 857.440002 0 857.440002 2010-01-04 "NBI"
"1526" 851.25 851.25 851.25 851.25 0 851.25 2010-01-05 "NBI"
"1527" 857.669983 857.669983 857.669983 857.669983 0 857.669983 2010-01-06 "NBI"
"1528" 858.47998 858.47998 858.47998 858.47998 0 858.47998 2010-01-07 "NBI"
"1529" 863.27002 863.27002 863.27002 863.27002 0 863.27002 2010-01-08 "NBI"
"1530" 869.380005 869.380005 869.380005 869.380005 0 869.380005 2010-01-11 "NBI"
"1531" 865.159973 865.159973 865.159973 865.159973 0 865.159973 2010-01-12 "NBI"
"1532" 877.299988 877.299988 877.299988 877.299988 0 877.299988 2010-01-13 "NBI"
"1533" 878.890015 878.890015 878.890015 878.890015 0 878.890015 2010-01-14 "NBI"
"1534" 869.400024 869.400024 869.400024 869.400024 0 869.400024 2010-01-15 "NBI"
"1535" 885.070007 885.070007 885.070007 885.070007 0 885.070007 2010-01-19 "NBI"
"1536" 877.950012 877.950012 877.950012 877.950012 0 877.950012 2010-01-20 "NBI"
"1537" 864.330017 864.330017 864.330017 864.330017 0 864.330017 2010-01-21 "NBI"
"1538" 859.950012 859.950012 859.950012 859.950012 0 859.950012 2010-01-22 "NBI"
"1539" 854.47998 854.47998 854.47998 854.47998 0 854.47998 2010-01-25 "NBI"
"1540" 854.02002 854.02002 854.02002 854.02002 0 854.02002 2010-01-26 "NBI"
"1541" 866.570007 866.570007 866.570007 866.570007 0 866.570007 2010-01-27 "NBI"
"1542" 857.650024 857.650024 857.650024 857.650024 0 857.650024 2010-01-28 "NBI"
"1543" 860.140015 860.140015 860.140015 860.140015 0 860.140015 2010-01-29 "NBI"
"1544" 864.929993 864.929993 864.929993 864.929993 0 864.929993 2010-02-01 "NBI"
"1545" 880.679993 880.679993 880.679993 880.679993 0 880.679993 2010-02-02 "NBI"
"1546" 880.159973 880.159973 880.159973 880.159973 0 880.159973 2010-02-03 "NBI"
"1547" 849.02002 849.02002 849.02002 849.02002 0 849.02002 2010-02-04 "NBI"
"1548" 845.890015 845.890015 845.890015 845.890015 0 845.890015 2010-02-05 "NBI"
"1549" 841.27002 841.27002 841.27002 841.27002 0 841.27002 2010-02-08 "NBI"
"1550" 849.669983 849.669983 849.669983 849.669983 0 849.669983 2010-02-09 "NBI"
"1551" 848.619995 848.619995 848.619995 848.619995 0 848.619995 2010-02-10 "NBI"
"1552" 862.130005 862.130005 862.130005 862.130005 0 862.130005 2010-02-11 "NBI"
"1553" 868.76001 868.76001 868.76001 868.76001 0 868.76001 2010-02-12 "NBI"
"1554" 872.429993 872.429993 872.429993 872.429993 0 872.429993 2010-02-16 "NBI"
"1555" 882.780029 882.780029 882.780029 882.780029 0 882.780029 2010-02-17 "NBI"
"1556" 878.919983 878.919983 878.919983 878.919983 0 878.919983 2010-02-18 "NBI"
"1557" 881.609985 881.609985 881.609985 881.609985 0 881.609985 2010-02-19 "NBI"
"1558" 878.950012 878.950012 878.950012 878.950012 0 878.950012 2010-02-22 "NBI"
"1559" 868.200012 868.200012 868.200012 868.200012 0 868.200012 2010-02-23 "NBI"
"1560" 874.900024 874.900024 874.900024 874.900024 0 874.900024 2010-02-24 "NBI"
"1561" 876.25 876.25 876.25 876.25 0 876.25 2010-02-25 "NBI"
"1562" 878.859985 878.859985 878.859985 878.859985 0 878.859985 2010-02-26 "NBI"
"1563" 902.219971 902.219971 902.219971 902.219971 0 902.219971 2010-03-01 "NBI"
"1564" 909.940002 909.940002 909.940002 909.940002 0 909.940002 2010-03-02 "NBI"
"1565" 906.919983 906.919983 906.919983 906.919983 0 906.919983 2010-03-03 "NBI"
"1566" 904.969971 904.969971 904.969971 904.969971 0 904.969971 2010-03-04 "NBI"
"1567" 919.47998 919.47998 919.47998 919.47998 0 919.47998 2010-03-05 "NBI"
"1568" 916.369995 916.369995 916.369995 916.369995 0 916.369995 2010-03-08 "NBI"
"1569" 922.280029 922.280029 922.280029 922.280029 0 922.280029 2010-03-09 "NBI"
"1570" 935.429993 935.429993 935.429993 935.429993 0 935.429993 2010-03-10 "NBI"
"1571" 937.98999 937.98999 937.98999 937.98999 0 937.98999 2010-03-11 "NBI"
"1572" 936.840027 936.840027 936.840027 936.840027 0 936.840027 2010-03-12 "NBI"
"1573" 935.190002 935.190002 935.190002 935.190002 0 935.190002 2010-03-15 "NBI"
"1574" 938.73999 938.73999 938.73999 938.73999 0 938.73999 2010-03-16 "NBI"
"1575" 936.700012 936.700012 936.700012 936.700012 0 936.700012 2010-03-17 "NBI"
"1576" 940.700012 940.700012 940.700012 940.700012 0 940.700012 2010-03-18 "NBI"
"1577" 944.190002 944.190002 944.190002 944.190002 0 944.190002 2010-03-19 "NBI"
"1578" 952.940002 952.940002 952.940002 952.940002 0 952.940002 2010-03-22 "NBI"
"1579" 963.380005 963.380005 963.380005 963.380005 0 963.380005 2010-03-23 "NBI"
"1580" 953.309998 953.309998 953.309998 953.309998 0 953.309998 2010-03-24 "NBI"
"1581" 946.609985 946.609985 946.609985 946.609985 0 946.609985 2010-03-25 "NBI"
"1582" 943.299988 943.299988 943.299988 943.299988 0 943.299988 2010-03-26 "NBI"
"1583" 949.090027 949.090027 949.090027 949.090027 0 949.090027 2010-03-29 "NBI"
"1584" 945.059998 945.059998 945.059998 945.059998 0 945.059998 2010-03-30 "NBI"
"1585" 939.02002 939.02002 939.02002 939.02002 0 939.02002 2010-03-31 "NBI"
"1586" 947.98999 947.98999 947.98999 947.98999 0 947.98999 2010-04-01 "NBI"
"1587" 955.349976 955.349976 955.349976 955.349976 0 955.349976 2010-04-05 "NBI"
"1588" 955.539978 955.539978 955.539978 955.539978 0 955.539978 2010-04-06 "NBI"
"1589" 950.330017 950.330017 950.330017 950.330017 0 950.330017 2010-04-07 "NBI"
"1590" 950.200012 950.200012 950.200012 950.200012 0 950.200012 2010-04-08 "NBI"
"1591" 950.929993 950.929993 950.929993 950.929993 0 950.929993 2010-04-09 "NBI"
"1592" 947.679993 947.679993 947.679993 947.679993 0 947.679993 2010-04-12 "NBI"
"1593" 950.52002 950.52002 950.52002 950.52002 0 950.52002 2010-04-13 "NBI"
"1594" 956.890015 956.890015 956.890015 956.890015 0 956.890015 2010-04-14 "NBI"
"1595" 957.77002 957.77002 957.77002 957.77002 0 957.77002 2010-04-15 "NBI"
"1596" 952.320007 952.320007 952.320007 952.320007 0 952.320007 2010-04-16 "NBI"
"1597" 949.539978 949.539978 949.539978 949.539978 0 949.539978 2010-04-19 "NBI"
"1598" 952.450012 952.450012 952.450012 952.450012 0 952.450012 2010-04-20 "NBI"
"1599" 935.580017 935.580017 935.580017 935.580017 0 935.580017 2010-04-21 "NBI"
"1600" 928.75 928.75 928.75 928.75 0 928.75 2010-04-22 "NBI"
"1601" 939.01001 939.01001 939.01001 939.01001 0 939.01001 2010-04-23 "NBI"
"1602" 931.280029 931.280029 931.280029 931.280029 0 931.280029 2010-04-26 "NBI"
"1603" 918.809998 918.809998 918.809998 918.809998 0 918.809998 2010-04-27 "NBI"
"1604" 923.789978 923.789978 923.789978 923.789978 0 923.789978 2010-04-28 "NBI"
"1605" 950.030029 950.030029 950.030029 950.030029 0 950.030029 2010-04-29 "NBI"
"1606" 940.799988 940.799988 940.799988 940.799988 0 940.799988 2010-04-30 "NBI"
"1607" 954.700012 954.700012 954.700012 954.700012 0 954.700012 2010-05-03 "NBI"
"1608" 934.27002 934.27002 934.27002 934.27002 0 934.27002 2010-05-04 "NBI"
"1609" 915.530029 915.530029 915.530029 915.530029 0 915.530029 2010-05-05 "NBI"
"1610" 877.299988 877.299988 877.299988 877.299988 0 877.299988 2010-05-06 "NBI"
"1611" 852.179993 852.179993 852.179993 852.179993 0 852.179993 2010-05-07 "NBI"
"1612" 880.450012 880.450012 880.450012 880.450012 0 880.450012 2010-05-10 "NBI"
"1613" 890.210022 890.210022 890.210022 890.210022 0 890.210022 2010-05-11 "NBI"
"1614" 907.590027 907.590027 907.590027 907.590027 0 907.590027 2010-05-12 "NBI"
"1615" 897.599976 897.599976 897.599976 897.599976 0 897.599976 2010-05-13 "NBI"
"1616" 878.219971 878.219971 878.219971 878.219971 0 878.219971 2010-05-14 "NBI"
"1617" 880.710022 880.710022 880.710022 880.710022 0 880.710022 2010-05-17 "NBI"
"1618" 870.590027 870.590027 870.590027 870.590027 0 870.590027 2010-05-18 "NBI"
"1619" 868.530029 868.530029 868.530029 868.530029 0 868.530029 2010-05-19 "NBI"
"1620" 832.859985 832.859985 832.859985 832.859985 0 832.859985 2010-05-20 "NBI"
"1621" 833.5 833.5 833.5 833.5 0 833.5 2010-05-21 "NBI"
"1622" 830.710022 830.710022 830.710022 830.710022 0 830.710022 2010-05-24 "NBI"
"1623" 828.780029 828.780029 828.780029 828.780029 0 828.780029 2010-05-25 "NBI"
"1624" 819.080017 819.080017 819.080017 819.080017 0 819.080017 2010-05-26 "NBI"
"1625" 842.880005 842.880005 842.880005 842.880005 0 842.880005 2010-05-27 "NBI"
"1626" 837.679993 837.679993 837.679993 837.679993 0 837.679993 2010-05-28 "NBI"
"1627" 821.179993 821.179993 821.179993 821.179993 0 821.179993 2010-06-01 "NBI"
"1628" 853.450012 853.450012 853.450012 853.450012 0 853.450012 2010-06-02 "NBI"
"1629" 860.26001 860.26001 860.26001 860.26001 0 860.26001 2010-06-03 "NBI"
"1630" 827.419983 827.419983 827.419983 827.419983 0 827.419983 2010-06-04 "NBI"
"1631" 815.049988 815.049988 815.049988 815.049988 0 815.049988 2010-06-07 "NBI"
"1632" 806.280029 806.280029 806.280029 806.280029 0 806.280029 2010-06-08 "NBI"
"1633" 803.969971 803.969971 803.969971 803.969971 0 803.969971 2010-06-09 "NBI"
"1634" 829.150024 829.150024 829.150024 829.150024 0 829.150024 2010-06-10 "NBI"
"1635" 839.390015 839.390015 839.390015 839.390015 0 839.390015 2010-06-11 "NBI"
"1636" 841.289978 841.289978 841.289978 841.289978 0 841.289978 2010-06-14 "NBI"
"1637" 859.02002 859.02002 859.02002 859.02002 0 859.02002 2010-06-15 "NBI"
"1638" 855.52002 855.52002 855.52002 855.52002 0 855.52002 2010-06-16 "NBI"
"1639" 856.559998 856.559998 856.559998 856.559998 0 856.559998 2010-06-17 "NBI"
"1640" 856.780029 856.780029 856.780029 856.780029 0 856.780029 2010-06-18 "NBI"
"1641" 849.150024 849.150024 849.150024 849.150024 0 849.150024 2010-06-21 "NBI"
"1642" 837.140015 837.140015 837.140015 837.140015 0 837.140015 2010-06-22 "NBI"
"1643" 837.929993 837.929993 837.929993 837.929993 0 837.929993 2010-06-23 "NBI"
"1644" 831.179993 831.179993 831.179993 831.179993 0 831.179993 2010-06-24 "NBI"
"1645" 844.390015 844.390015 844.390015 844.390015 0 844.390015 2010-06-25 "NBI"
"1646" 839.280029 839.280029 839.280029 839.280029 0 839.280029 2010-06-28 "NBI"
"1647" 811.950012 811.950012 811.950012 811.950012 0 811.950012 2010-06-29 "NBI"
"1648" 799.940002 799.940002 799.940002 799.940002 0 799.940002 2010-06-30 "NBI"
"1649" 785.690002 785.690002 785.690002 785.690002 0 785.690002 2010-07-01 "NBI"
"1650" 790.900024 790.900024 790.900024 790.900024 0 790.900024 2010-07-02 "NBI"
"1651" 781.710022 781.710022 781.710022 781.710022 0 781.710022 2010-07-06 "NBI"
"1652" 795.52002 795.52002 795.52002 795.52002 0 795.52002 2010-07-07 "NBI"
"1653" 808.119995 808.119995 808.119995 808.119995 0 808.119995 2010-07-08 "NBI"
"1654" 819.640015 819.640015 819.640015 819.640015 0 819.640015 2010-07-09 "NBI"
"1655" 808.830017 808.830017 808.830017 808.830017 0 808.830017 2010-07-12 "NBI"
"1656" 827.5 827.5 827.5 827.5 0 827.5 2010-07-13 "NBI"
"1657" 827.330017 827.330017 827.330017 827.330017 0 827.330017 2010-07-14 "NBI"
"1658" 828.960022 828.960022 828.960022 828.960022 0 828.960022 2010-07-15 "NBI"
"1659" 800.369995 800.369995 800.369995 800.369995 0 800.369995 2010-07-16 "NBI"
"1660" 806.02002 806.02002 806.02002 806.02002 0 806.02002 2010-07-19 "NBI"
"1661" 807.820007 807.820007 807.820007 807.820007 0 807.820007 2010-07-20 "NBI"
"1662" 799.840027 799.840027 799.840027 799.840027 0 799.840027 2010-07-21 "NBI"
"1663" 815.960022 815.960022 815.960022 815.960022 0 815.960022 2010-07-22 "NBI"
"1664" 822.190002 822.190002 822.190002 822.190002 0 822.190002 2010-07-23 "NBI"
"1665" 847.200012 847.200012 847.200012 847.200012 0 847.200012 2010-07-26 "NBI"
"1666" 842.450012 842.450012 842.450012 842.450012 0 842.450012 2010-07-27 "NBI"
"1667" 825.26001 825.26001 825.26001 825.26001 0 825.26001 2010-07-28 "NBI"
"1668" 822.409973 822.409973 822.409973 822.409973 0 822.409973 2010-07-29 "NBI"
"1669" 836.01001 836.01001 836.01001 836.01001 0 836.01001 2010-07-30 "NBI"
"1670" 852.280029 852.280029 852.280029 852.280029 0 852.280029 2010-08-02 "NBI"
"1671" 854.01001 854.01001 854.01001 854.01001 0 854.01001 2010-08-03 "NBI"
"1672" 866.820007 866.820007 866.820007 866.820007 0 866.820007 2010-08-04 "NBI"
"1673" 862.780029 862.780029 862.780029 862.780029 0 862.780029 2010-08-05 "NBI"
"1674" 867.950012 867.950012 867.950012 867.950012 0 867.950012 2010-08-06 "NBI"
"1675" 873.130005 873.130005 873.130005 873.130005 0 873.130005 2010-08-09 "NBI"
"1676" 868.429993 868.429993 868.429993 868.429993 0 868.429993 2010-08-10 "NBI"
"1677" 840.469971 840.469971 840.469971 840.469971 0 840.469971 2010-08-11 "NBI"
"1678" 848.650024 848.650024 848.650024 848.650024 0 848.650024 2010-08-12 "NBI"
"1679" 841.539978 841.539978 841.539978 841.539978 0 841.539978 2010-08-13 "NBI"
"1680" 843.349976 843.349976 843.349976 843.349976 0 843.349976 2010-08-16 "NBI"
"1681" 847.700012 854.799988 843.280029 850.5 0 850.5 2010-08-17 "NBI"
"1682" 847.659973 856.539978 843.640015 850.119995 0 850.119995 2010-08-18 "NBI"
"1683" 848.02002 848.130005 829.190002 832.210022 0 832.210022 2010-08-19 "NBI"
"1684" 830.080017 832.869995 823.590027 831.159973 0 831.159973 2010-08-20 "NBI"
"1685" 826.030029 826.030029 826.030029 826.030029 0 826.030029 2010-08-23 "NBI"
"1686" 817.630005 819.599976 809.940002 812 0 812 2010-08-24 "NBI"
"1687" 807.5 825.140015 805.630005 823.150024 0 823.150024 2010-08-25 "NBI"
"1688" 823.780029 823.929993 809.200012 810.789978 0 810.789978 2010-08-26 "NBI"
"1689" 826.27002 826.27002 826.27002 826.27002 0 826.27002 2010-08-27 "NBI"
"1690" 814.679993 814.679993 814.679993 814.679993 0 814.679993 2010-08-30 "NBI"
"1691" 812.130005 812.130005 812.130005 812.130005 0 812.130005 2010-08-31 "NBI"
"1692" 834.5 834.5 834.5 834.5 0 834.5 2010-09-01 "NBI"
"1693" 845.140015 845.140015 845.140015 845.140015 0 845.140015 2010-09-02 "NBI"
"1694" 854.119995 854.119995 854.119995 854.119995 0 854.119995 2010-09-03 "NBI"
"1695" 844.059998 844.059998 844.059998 844.059998 0 844.059998 2010-09-07 "NBI"
"1696" 859.640015 859.640015 859.640015 859.640015 0 859.640015 2010-09-08 "NBI"
"1697" 864.609985 864.609985 864.609985 864.609985 0 864.609985 2010-09-09 "NBI"
"1698" 874.159973 874.159973 874.159973 874.159973 0 874.159973 2010-09-10 "NBI"
"1699" 877.179993 877.179993 877.179993 877.179993 0 877.179993 2010-09-13 "NBI"
"1700" 876.47998 876.47998 876.47998 876.47998 0 876.47998 2010-09-14 "NBI"
"1701" 884.150024 884.150024 884.150024 884.150024 0 884.150024 2010-09-15 "NBI"
"1702" 882.26001 882.349976 876.890015 880.22998 0 880.22998 2010-09-16 "NBI"
